Entry	Entry Name	Gene Names	Protein names	GeneID	Organism
Q9NRG0	CHRC1_HUMAN	CHRAC1 CHRAC15	Chromatin accessibility complex protein 1 (CHRAC-1) (Chromatin accessibility complex 15 kDa protein) (CHRAC-15) (HuCHRAC15) (DNA polymerase epsilon subunit p15)	54108;	Homo sapiens (Human)
Q8WUD6	CHPT1_HUMAN	CHPT1 CPT1 MSTP022	Cholinephosphotransferase 1 (hCPT1) (EC 2.7.8.2) (AAPT1-like protein) (Diacylglycerol cholinephosphotransferase 1)	56994;	Homo sapiens (Human)
Q9P2E5	CHPF2_HUMAN	CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339	Chondroitin sulfate glucuronyltransferase (EC 2.4.1.226) (CSGlcA-T) (Chondroitin glucuronyltransferase) (Chondroitin polymerizing factor 2) (ChPF-2) (Chondroitin synthase 3) (ChSy-3) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase)	54480;	Homo sapiens (Human)
Q96BS2	CHP3_HUMAN	TESC CHP3	Calcineurin B homologous protein 3 (Tescalcin) (TSC)	54997;	Homo sapiens (Human)
O43745	CHP2_HUMAN	CHP2 HCA520	Calcineurin B homologous protein 2 (Hepatocellular carcinoma-associated antigen 520)	63928;	Homo sapiens (Human)
Q99653	CHP1_HUMAN	CHP1 CHP	Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22)	11261;	Homo sapiens (Human)
Q9H9P2	CHODL_HUMAN	CHODL C21orf68 PRED12 UNQ872/PRO1890	Chondrolectin (Transmembrane protein MT75)	140578;	Homo sapiens (Human)
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7 (Chromatin-modifying protein 7)	91782;	Homo sapiens (Human)
Q96FZ7	CHMP6_HUMAN	CHMP6 VPS20	Charged multivesicular body protein 6 (Chromatin-modifying protein 6) (Vacuolar protein sorting-associated protein 20) (Vps20) (hVps20)	79643;	Homo sapiens (Human)
Q9NZZ3	CHMP5_HUMAN	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2) (Vacuolar protein sorting-associated protein 60) (Vps60) (hVps60)	51510;	Homo sapiens (Human)
Q9Y3E7	CHMP3_HUMAN	CHMP3 CGI149 NEDF VPS24 CGI-149	Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Neuroendocrine differentiation factor) (Vacuolar protein sorting-associated protein 24) (hVps24)	100526767;51652;	Homo sapiens (Human)
P59074	CHM4P_HUMAN	CHMP4BP1 CGI-301	Putative charged multivesicular body protein 4B-like protein CHMP4BP1 (Charged multivesicular body protein 4B pseudogene 1)		Homo sapiens (Human)
Q96CF2	CHM4C_HUMAN	CHMP4C SHAX3	Charged multivesicular body protein 4c (Chromatin-modifying protein 4c) (CHMP4c) (SNF7 homolog associated with Alix 3) (SNF7-3) (hSnf7-3) (Vacuolar protein sorting-associated protein 32-3) (Vps32-3) (hVps32-3)	92421;	Homo sapiens (Human)
Q9H444	CHM4B_HUMAN	CHMP4B C20orf178 SHAX1	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2)	128866;	Homo sapiens (Human)
Q9BY43	CHM4A_HUMAN	CHMP4A C14orf123 SHAX2 CDA04 HSPC134	Charged multivesicular body protein 4a (Chromatin-modifying protein 4a) (CHMP4a) (SNF7 homolog associated with Alix-2) (SNF7-1) (hSnf-1) (Vacuolar protein sorting-associated protein 32-1) (Vps32-1) (hVps32-1)	29082;	Homo sapiens (Human)
Q9UQN3	CHM2B_HUMAN	CHMP2B CGI-84	Charged multivesicular body protein 2b (CHMP2.5) (Chromatin-modifying protein 2b) (CHMP2b) (Vacuolar protein sorting-associated protein 2-2) (Vps2-2) (hVps2-2)	25978;	Homo sapiens (Human)
O43633	CHM2A_HUMAN	CHMP2A BC2 CHMP2	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1)	27243;	Homo sapiens (Human)
Q7LBR1	CHM1B_HUMAN	CHMP1B C18orf2	Charged multivesicular body protein 1b (CHMP1.5) (Chromatin-modifying protein 1b) (CHMP1b) (Vacuolar protein sorting-associated protein 46-2) (Vps46-2) (hVps46-2)	57132;	Homo sapiens (Human)
Q9HD42	CHM1A_HUMAN	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)	5119;	Homo sapiens (Human)
P06276	CHLE_HUMAN	BCHE CHE1	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)	590;	Homo sapiens (Human)
Q9Y259	CHKB_HUMAN	CHKB CHETK CHKL	Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Choline kinase-like protein) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (Ethanolamine kinase beta) (EKB) (choline/ethanolamine kinase beta) (CKEKB)	1120;	Homo sapiens (Human)
P35790	CHKA_HUMAN	CHKA CHK CKI	Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82)	1119;	Homo sapiens (Human)
O96017	CHK2_HUMAN	CHEK2 CDS1 CHK2 RAD53	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	11200;	Homo sapiens (Human)
O14757	CHK1_HUMAN	CHEK1 CHK1	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	1111;	Homo sapiens (Human)
Q13231	CHIT1_HUMAN	CHIT1	Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)	1118;	Homo sapiens (Human)
Q9UNE7	CHIP_HUMAN	STUB1 CHIP PP1131	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	10273;	Homo sapiens (Human)
P52757	CHIO_HUMAN	CHN2 ARHGAP3 BCH	Beta-chimaerin (Beta-chimerin) (Rho GTPase-activating protein 3)	1124;	Homo sapiens (Human)
P15882	CHIN_HUMAN	CHN1 ARHGAP2 CHN	N-chimaerin (A-chimaerin) (Alpha-chimerin) (N-chimerin) (NC) (Rho GTPase-activating protein 2)	1123;	Homo sapiens (Human)
Q9BWS9	CHID1_HUMAN	CHID1 GL008 PSEC0104 SB139	Chitinase domain-containing protein 1 (Stabilin-1-interacting chitinase-like protein) (SI-CLP)	66005;	Homo sapiens (Human)
Q9UKJ5	CHIC2_HUMAN	CHIC2 BTL	Cysteine-rich hydrophobic domain-containing protein 2 (BrX-like translocated in leukemia)	26511;	Homo sapiens (Human)
Q5VXU3	CHIC1_HUMAN	CHIC1 BRX	Cysteine-rich hydrophobic domain-containing protein 1 (Brain X-linked protein)	53344;	Homo sapiens (Human)
Q9BZP6	CHIA_HUMAN	CHIA	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	27159;	Homo sapiens (Human)
Q96EP1	CHFR_HUMAN	CHFR RNF196	E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING finger protein 196) (RING-type E3 ubiquitin transferase CHFR)	55743;	Homo sapiens (Human)
Q8IWX8	CHERP_HUMAN	CHERP DAN26 SCAF6	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	10523;	Homo sapiens (Human)
Q8NE62	CHDH_HUMAN	CHDH	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)	55349;	Homo sapiens (Human)
Q3L8U1	CHD9_HUMAN	CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008	Chromodomain-helicase-DNA-binding protein 9 (CHD-9) (EC 3.6.4.12) (ATP-dependent helicase CHD9) (Chromatin-related mesenchymal modulator) (CReMM) (Chromatin-remodeling factor CHROM1) (Kismet homolog 2) (PPAR-alpha-interacting complex protein 320 kDa) (Peroxisomal proliferator-activated receptor A-interacting complex 320 kDa protein)	80205;	Homo sapiens (Human)
Q9HCK8	CHD8_HUMAN	CHD8 HELSNF1 KIAA1564	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Helicase with SNF2 domain 1)	57680;	Homo sapiens (Human)
Q9P2D1	CHD7_HUMAN	CHD7 KIAA1416	Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)	55636;	Homo sapiens (Human)
Q8TD26	CHD6_HUMAN	CHD6 CHD5 KIAA1335 RIGB	Chromodomain-helicase-DNA-binding protein 6 (CHD-6) (EC 3.6.4.12) (ATP-dependent helicase CHD6) (Radiation-induced gene B protein)	84181;	Homo sapiens (Human)
Q8TDI0	CHD5_HUMAN	CHD5 KIAA0444	Chromodomain-helicase-DNA-binding protein 5 (CHD-5) (EC 3.6.4.12) (ATP-dependent helicase CHD5)	26038;	Homo sapiens (Human)
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta)	1108;	Homo sapiens (Human)
Q12873	CHD3_HUMAN	CHD3	Chromodomain-helicase-DNA-binding protein 3 (CHD-3) (EC 3.6.4.12) (ATP-dependent helicase CHD3) (Mi-2 autoantigen 240 kDa protein) (Mi2-alpha) (Zinc finger helicase) (hZFH)	1107;	Homo sapiens (Human)
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2)	1106;	Homo sapiens (Human)
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	1105;	Homo sapiens (Human)
Q86WJ1	CHD1L_HUMAN	CHD1L ALC1	Chromodomain-helicase-DNA-binding protein 1-like (EC 3.6.4.12) (Amplified in liver cancer protein 1)	9557;	Homo sapiens (Human)
Q5T1J5	CHCH9_HUMAN	CHCHD2P9 C9orf49 CHCHD9	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing 2 pseudogene 9)		Homo sapiens (Human)
Q9BUK0	CHCH7_HUMAN	CHCHD7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	79145;	Homo sapiens (Human)
Q9BSY4	CHCH5_HUMAN	CHCHD5 C2orf9	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	84269;	Homo sapiens (Human)
Q9Y6H1	CHCH2_HUMAN	CHCHD2 C7orf17 AAG10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (Aging-associated gene 10 protein) (HCV NS2 trans-regulated protein) (NS2TP)	51142;	Homo sapiens (Human)
Q96BP2	CHCH1_HUMAN	CHCHD1 C10orf34 MRPS37	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Mitochondrial small ribosomal subunit protein mS37) (Nuclear protein C2360)	118487;	Homo sapiens (Human)
Q8WYQ3	CHC10_HUMAN	CHCHD10 C22orf16	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial (Protein N27C7-4)	400916;	Homo sapiens (Human)
Q96JM3	CHAP1_HUMAN	CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828	Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)	283489;	Homo sapiens (Human)
O15335	CHAD_HUMAN	CHAD SLRR4A	Chondroadherin (Cartilage leucine-rich protein)	1101;	Homo sapiens (Human)
Q6NUI6	CHADL_HUMAN	CHADL SLRR4B	Chondroadherin-like protein	150356;	Homo sapiens (Human)
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2 (Gamma-GCG 2) (EC 4.3.2.7) (Cation transport regulator-like protein 2)	494143;	Homo sapiens (Human)
Q9BUX1	CHAC1_HUMAN	CHAC1 BOTCH	Glutathione-specific gamma-glutamylcyclotransferase 1 (Gamma-GCG 1) (EC 4.3.2.7) (Blocks Notch protein) (Botch) (Cation transport regulator-like protein 1)	79094;	Homo sapiens (Human)
P10809	CH60_HUMAN	HSPD1 HSP60	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)	3329;	Homo sapiens (Human)
Q15782	CH3L2_HUMAN	CHI3L2	Chitinase-3-like protein 2 (Chondrocyte protein 39) (YKL-39)	1117;	Homo sapiens (Human)
P36222	CH3L1_HUMAN	CHI3L1	Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40)	1116;	Homo sapiens (Human)
O95992	CH25H_HUMAN	CH25H	Cholesterol 25-hydroxylase (EC 1.14.99.38) (Cholesterol 25-monooxygenase) (h25OH)	9023;	Homo sapiens (Human)
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)	3336;	Homo sapiens (Human)
P0DMQ9	CH089_HUMAN	C8orf89	Putative uncharacterized protein C8orf89	100130301;	Homo sapiens (Human)
P0DMB2	CH088_HUMAN	C8orf88	Uncharacterized protein C8orf88	100127983;	Homo sapiens (Human)
E5RJ46	CH087_HUMAN	LINC02906 C8orf87	Putative uncharacterized protein LINC02906 (Long intergenic non-protein coding RNA 2906)		Homo sapiens (Human)
Q6ZUL3	CH086_HUMAN	C8orf86	Uncharacterized protein C8orf86	389649;	Homo sapiens (Human)
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	414919;	Homo sapiens (Human)
Q96K31	CH076_HUMAN	C8orf76	Uncharacterized protein C8orf76	84933;	Homo sapiens (Human)
Q6P047	CH074_HUMAN	C8orf74	Uncharacterized protein C8orf74	203076;	Homo sapiens (Human)
Q9Y4M8	CH071_HUMAN	LINC00588 C8orf71	Putative uncharacterized protein encoded by LINC00588		Homo sapiens (Human)
Q8NAV2	CH058_HUMAN	C8orf58	Uncharacterized protein C8orf58	541565;	Homo sapiens (Human)
Q96LL4	CH048_HUMAN	C8orf48	Uncharacterized protein C8orf48	157773;	Homo sapiens (Human)
Q96CB5	CH044_HUMAN	C8orf44	Putative uncharacterized protein C8orf44		Homo sapiens (Human)
Q49A92	CH034_HUMAN	C8orf34	Uncharacterized protein C8orf34 (Protein VEST-1)	116328;	Homo sapiens (Human)
Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	65265;	Homo sapiens (Human)
Q96KT6	CH014_HUMAN	LINC00208 C8orf14 NCRNA00208	Putative uncharacterized protein encoded by LINC00208		Homo sapiens (Human)
Q16880	CGT_HUMAN	UGT8 CGT UGT4	2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.47) (Ceramide UDP-galactosyltransferase) (Cerebroside synthase) (UDP-galactose-ceramide galactosyltransferase)	7368;	Homo sapiens (Human)
Q99675	CGRF1_HUMAN	CGRRF1 CGR19 RNF197	Cell growth regulator with RING finger domain protein 1 (Cell growth regulatory gene 19 protein) (RING finger protein 197)	10668;	Homo sapiens (Human)
Q99674	CGRE1_HUMAN	CGREF1 CGR11	Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	10669;	Homo sapiens (Human)
Q0VF96	CGNL1_HUMAN	CGNL1 JACOP KIAA1749	Cingulin-like protein 1 (Junction-associated coiled-coil protein) (Paracingulin)	84952;	Homo sapiens (Human)
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase (CGL) (CSE) (EC 4.4.1.1) (Cysteine desulfhydrase) (Cysteine-protein sulfhydrase) (Gamma-cystathionase) (Homocysteine desulfhydrase) (EC 4.4.1.2)	1491;	Homo sapiens (Human)
Q9UFW8	CGBP1_HUMAN	CGGBP1 CGGBP	CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein)	8545;	Homo sapiens (Human)
P0DN87	CGB7_HUMAN	CGB7	Choriogonadotropin subunit beta 7	94027;	Homo sapiens (Human)
P0DN86	CGB3_HUMAN	CGB3 CGB; CGB5; CGB8	Choriogonadotropin subunit beta 3 (Choriogonadotropin subunit beta) (CG-beta) (Chorionic gonadotropin chain beta)	1082;93659;94115;	Homo sapiens (Human)
Q6NT52	CGB2_HUMAN	CGB2	Choriogonadotropin subunit beta variant 2	114336;	Homo sapiens (Human)
A6NKQ9	CGB1_HUMAN	CGB1	Choriogonadotropin subunit beta variant 1	114335;	Homo sapiens (Human)
Q8N6G5	CGAT2_HUMAN	CSGALNACT2 CHGN2 GALNACT2 PRO0082	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)	55454;	Homo sapiens (Human)
Q8TDX6	CGAT1_HUMAN	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	Chondroitin sulfate N-acetylgalactosaminyltransferase 1 (CsGalNAcT-1) (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 1) (Beta4GalNAcT-1)	55790;	Homo sapiens (Human)
Q8N884	CGAS_HUMAN	CGAS C6orf150 MB21D1	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)	115004;	Homo sapiens (Human)
A4D0Y5	CG077_HUMAN	C7orf77	Uncharacterized protein C7orf77	154872;	Homo sapiens (Human)
Q9H7B7	CG069_HUMAN	PKD1L1-AS1 C7orf69	Putative uncharacterized protein PKD1L1-AS1 (PKD1L1 antisense RNA 1)		Homo sapiens (Human)
Q6ZTY9	CG065_HUMAN	LINC02902 C7orf65	Putative uncharacterized protein LINC02902 (Long intergenic non-protein coding RNA 2902)	401335;	Homo sapiens (Human)
Q8NEG2	CG057_HUMAN	C7orf57	Uncharacterized protein C7orf57	136288;	Homo sapiens (Human)
Q9BRJ6	CG050_HUMAN	C7orf50 FP15621	Uncharacterized protein C7orf50	84310;	Homo sapiens (Human)
Q8WU49	CG033_HUMAN	C7orf33	Uncharacterized protein C7orf33	202865;	Homo sapiens (Human)
Q8N865	CG031_HUMAN	C7orf31	Uncharacterized protein C7orf31	136895;	Homo sapiens (Human)
Q9BPX7	CG025_HUMAN	C7orf25	UPF0415 protein C7orf25	79020;	Homo sapiens (Human)
P13569	CFTR_HUMAN	CFTR ABCC7	Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)	1080;	Homo sapiens (Human)
O15519	CFLAR_HUMAN	CFLAR CASH CASP8AP1 CLARP MRIT	CASP8 and FADD-like apoptosis regulator (Caspase homolog) (CASH) (Caspase-eight-related protein) (Casper) (Caspase-like apoptosis regulatory protein) (CLARP) (Cellular FLICE-like inhibitory protein) (c-FLIP) (FADD-like antiapoptotic molecule 1) (FLAME-1) (Inhibitor of FLICE) (I-FLICE) (MACH-related inducer of toxicity) (MRIT) (Usurpin) [Cleaved into: CASP8 and FADD-like apoptosis regulator subunit p43; CASP8 and FADD-like apoptosis regulator subunit p12]	8837;	Homo sapiens (Human)
Q9UEE9	CFDP1_HUMAN	CFDP1 BCNT CENP-29	Craniofacial development protein 1 (Bucentaur)	10428;	Homo sapiens (Human)
P0CG37	CFC1_HUMAN	CFC1	Cryptic protein (Cryptic family protein 1)	55997;	Homo sapiens (Human)
P0CG36	CFC1B_HUMAN	CFC1B	Cryptic family protein 1B	653275;	Homo sapiens (Human)
P05156	CFAI_HUMAN	CFI IF	Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain]	3426;	Homo sapiens (Human)
P08603	CFAH_HUMAN	CFH HF HF1 HF2	Complement factor H (H factor 1)	3075;	Homo sapiens (Human)
P00746	CFAD_HUMAN	CFD DF PFD	Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)	1675;	Homo sapiens (Human)
P00751	CFAB_HUMAN	CFB BF BFD	Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]	629;	Homo sapiens (Human)
D6REC4	CFA99_HUMAN	CFAP99	Cilia- and flagella-associated protein 99		Homo sapiens (Human)
Q9P2B7	CFA97_HUMAN	CFAP97 KIAA1430	Cilia- and flagella-associated protein 97	57587;	Homo sapiens (Human)
Q5VTT2	CFA95_HUMAN	CFAP95 C9orf135	Cilia- and flagella-associated protein 95	138255;	Homo sapiens (Human)
Q9ULG3	CFA92_HUMAN	CFAP92 KIAA1257	Uncharacterized protein CFAP92 (Putative cilia and flagella associated protein 92)	57501;	Homo sapiens (Human)
Q7Z4T9	CFA91_HUMAN	CFAP91 AAT1 C3orf15 MAATS1	Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)	89876;	Homo sapiens (Human)
Q6ZQR2	CFA77_HUMAN	CFAP77 C9orf171	Cilia- and flagella-associated protein 77	389799;	Homo sapiens (Human)
Q9C0B2	CFA74_HUMAN	CFAP74 C1orf222 KIAA1751	Cilia- and flagella-associated protein 74	85452;	Homo sapiens (Human)
A6NFT4	CFA73_HUMAN	CFAP73 CCDC42B	Cilia- and flagella-associated protein 73 (Coiled-coil domain-containing protein 42B)	387885;	Homo sapiens (Human)
Q5T0N1	CFA70_HUMAN	CFAP70 TTC18	Cilia- and flagella-associated protein 70 (Tetratricopeptide repeat protein 18) (TPR repeat protein 18)	118491;	Homo sapiens (Human)
A5D8W1	CFA69_HUMAN	CFAP69 C7orf63	Cilia- and flagella-associated protein 69	79846;	Homo sapiens (Human)
Q6ZU64	CFA65_HUMAN	CFAP65 CCDC108	Cilia- and flagella-associated protein 65 (Coiled-coil domain-containing protein 108)	255101;	Homo sapiens (Human)
Q8NHU2	CFA61_HUMAN	CFAP61 C20orf26	Cilia- and flagella-associated protein 61	26074;	Homo sapiens (Human)
Q5T655	CFA58_HUMAN	CFAP58 C10orf80 CCDC147	Cilia- and flagella-associated protein 58 (Coiled-coil domain-containing protein 147)	159686;	Homo sapiens (Human)
Q96MR6	CFA57_HUMAN	CFAP57 WDR65	Cilia- and flagella-associated protein 57 (WD repeat-containing protein 65)	149465;	Homo sapiens (Human)
Q96N23	CFA54_HUMAN	CFAP54 C12orf55 C12orf63	Cilia- and flagella-associated protein 54	144535;	Homo sapiens (Human)
Q96M91	CFA53_HUMAN	CFAP53 CCDC11	Cilia- and flagella-associated protein 53 (Coiled-coil domain-containing protein 11)	220136;	Homo sapiens (Human)
Q8N1V2	CFA52_HUMAN	CFAP52 WDR16 WDRPUH	Cilia- and flagella-associated protein 52 (WD repeat-containing protein 16) (WD40-repeat protein up-regulated in HCC)	146845;	Homo sapiens (Human)
Q6ZTR5	CFA47_HUMAN	CFAP47 CHDC2 CXorf22 CXorf30 CXorf59	Cilia- and flagella-associated protein 47	286464;	Homo sapiens (Human)
Q8IYW2	CFA46_HUMAN	CFAP46 C10orf123 C10orf124 C10orf92 C10orf93 TTC40	Cilia- and flagella-associated protein 46 (Tetratricopeptide repeat protein 40)	54777;	Homo sapiens (Human)
Q9UL16	CFA45_HUMAN	CFAP45 CCDC19 NESG1	Cilia- and flagella-associated protein 45 (Coiled-coil domain-containing protein 19) (Nasopharyngeal epithelium-specific protein 1)	25790;	Homo sapiens (Human)
Q96MT7	CFA44_HUMAN	CFAP44 WDR52	Cilia- and flagella-associated protein 44 (WD repeat-containing protein 52)	55779;	Homo sapiens (Human)
Q8NDM7	CFA43_HUMAN	CFAP43 C10orf79 WDR96	Cilia- and flagella-associated protein 43 (WD repeat-containing protein 96)	80217;	Homo sapiens (Human)
Q96G28	CFA36_HUMAN	CFAP36 CCDC104 UNQ163/PRO189	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)	112942;	Homo sapiens (Human)
Q9Y6A4	CFA20_HUMAN	CFAP20 BUG22 C16orf80 GTL3	Cilia- and flagella-associated protein 20 (Basal body up-regulated protein 22) (Transcription factor IIB)	29105;	Homo sapiens (Human)
B2RV13	CF97D_HUMAN	CFAP97D1 C17orf105	Sperm axonemal maintenance protein CFAP97D1 (CFAP97 domain-containing protein 1)	284067;	Homo sapiens (Human)
Q96NL8	CF418_HUMAN	CFAP418 C8orf37 smalltalk	Cilia- and flagella-associated protein 418	157657;	Homo sapiens (Human)
O43822	CF410_HUMAN	CFAP410 C21orf2 LRRC76	Cilia- and flagella-associated protein 410 (C21orf-HUMF09G8.5) (Leucine-rich repeat-containing protein 76) (YF5/A2)	755;	Homo sapiens (Human)
Q9BRQ4	CF300_HUMAN	CFAP300 C11orf70	Cilia- and flagella-associated protein 300	85016;	Homo sapiens (Human)
Q6V702	CF299_HUMAN	CFAP299 C4orf22	Cilia- and flagella-associated protein 299	255119;	Homo sapiens (Human)
P57076	CF298_HUMAN	CFAP298 C21orf48 C21orf59	Cilia- and flagella-associated protein 298 (Protein kurly homolog)	56683;	Homo sapiens (Human)
